publisher,genres,id,app_name
Aldorlea Games,RPG,425380,Epic Quest of the 4 Crystals - Deluxe Contents
"Emerson Design, Inc.",Indie,675630,Super POTUS Trump
Proper Games,RPG,382480,Super Dungeon Run
Rainbow Games,Adventure,348960,Odysseus: Long Way Home
On The Level Game Studios,Indie,358000,The Curse of Nordic Cove
Glass Knuckle Games,Indie,299780,Noir Syndrome
"KOEI TECMO GAMES CO., LTD.",RPG,688243,"BLUE REFLECTION - Sailor Swimsuits set C (Lime, Fumio, Chihiro)"
Lushboy Studios,Indie,666810,Luna
Starbreeze Publishing AB,Indie,489570,Antisphere
Capcom,Adventure,228300,Remember Me
Nickervision Studios,Action,548700,Bit Blaster XL Soundtrack
Overhype Studios,Indie,365360,Battle Brothers
Garden Shed Studios,Adventure,580300,Super Stone Legacy
Green Moss Game,Indie,620580,Calico & Co.
ALEKSANDER CHIEPAIKIN,Indie,755940,6-in-1 IQ Scale Bundle
Static City Games,Adventure,705720,Knightfall Original Soundtrack
Milestone S.r.l.,Sports,456780,DUCATI - 90th Anniversary
Interactive Productline IP AB,Simulation,446850,Mindball Play
"LucasArts, Lucasfilm, Disney Interactive",Adventure,32510,LEGO® Star Wars™ III - The Clone Wars™
Lock 'n Load Publishing,Strategy,524175,Command Ops 2: Foothills of the Gods Vol. 2
Scorpius Games,Action,293460,I Shall Remain
zov game stuido,Action,591050,JET HERO 6000 STAR
Scoria Studios,Strategy,496850,Brick Battalion
Square Enix,Adventure,35102,Just Cause 2 - Black Market Boom Pack DLC
Matthew Jennings,Strategy,340600,The Depths of Tolagal
Warner Bros. Interactive Entertainment,Action,237620,Batman: Arkham Origins - New Millennium Skins Pack
Tranquility games,Strategy,709410,AZURA
Viva Media,Strategy,517762,Fritz for Fun 13: Chessbase Power Play Tutorial v3 by Daniel King - Pawn Storm
Mythyn Interactive,Free to Play,402450,Linkrealms
"Delusion Arts Entertainment, LLC",Indie,629360,The Falling Nights ®
NIGHTBOX,Casual,541960,TRI.DEFENDER
Unphysical Machinery,Indie,600250,Art of Guile
Michael Hall,Indie,420850,Cosmic Leap
Fermenter Games,Casual,548230,SPINGUN
Falcon Development,Simulation,634160,Cattails | Become a Cat!
Gopherwood Studios LLC,Casual,719140,Entanglement
Blind Bird,Indie,455120,Stay Close
Nexon America Inc.,Action,350280,LawBreakers
"Expansive Worlds, Avalanche Studios",Sports,253710,theHunter Classic
Back To Basics Gaming,Casual,514970,Drive Megapolis
Rake in Grass,Indie,314410,Rampage Knights
Starwind Games,Casual,585970,Tank Assault X
Dovetail Games,Simulation,376964,TS Marketplace: North Jersey Coast Line Scenario Pack 01 Add-On
Space Boat Studios,Early Access,327090,Out of Reach
Degica,Indie,297150,QUALIA 3: Multi Agent Soundtrack
Meridian4,RPG,315260,Space Hack
Kaigan Games OÜ,Indie,712730,SIMULACRA
Benjamin Soulé,Strategy,499370,Tower of Archeos
Glass Knuckle Games,Action,426170,Defragmented
Halfbus,Strategy,340150,Basement
"Lightmare Studios, Yodo1 Games",Indie,257730,Infinity Wars: Animated Trading Card Game
CI Games,Action,495950,Sniper Ghost Warrior 3 - The Escape of Lydia
ALEKSANDER CHIEPAIKIN,Indie,715710,5-in-1 Bundle Brain Trainings
Pentagrammical Justice,Indie,565400,On The Path - Guide to Gameplay
CM Softworks Inc.,Casual,567220,Scorch
KISS ltd,Casual,455690,Pixel Puzzles Junior
Cybertime System,Massively Multiplayer,572420,sZone - Bear Mask
Cosmic Cow LLC,Action,317470,Cubic Castles
ANIM•ACE,Indie,658150,Skeleton Boomerang
K Bros Games,Adventure,545860,Luke Sidewalker
Digital Fusion Inc.,Casual,655430,Tiger Hunt
MumboJumbo,Casual,16000,Discovery! A Seek and Find Adventure
Fermenter Games,Indie,548230,SPINGUN
Magic Pixel Kft.,Sports,478034,Zaccaria Pinball - Blackbelt Table
"The Molasses Flood, Curve Digital",Indie,318600,The Flame in the Flood
Bohemia Interactive,Racing,288520,Arma 3 Karts
FLEB,Indie,547050,RYB
Enzo Whyte,Indie,343770,Rotieer
Joycity,Strategy,583110,FreeStyleFootball - Starter Pack
Fun Infused Games,Racing,354040,Hypership Out of Control
PixelMouse,Casual,729460,Distant Space 2
"Wither Studios, LLC",Adventure,339590,Crowman & Wolfboy
Clickteam,Casual,384210,Quadle
Pixel Ferrets,Indie,403220,Soundtrack for Secrets of Grindea
Ninja Kiwi,Action,472350,Bloons TD Battles - Club Starter Pack
1C Company,Strategy,327130,Men of War: Assault Squad 2 - Iron Fist
EnsenaSoft,Adventure,544140,Murder Mystery Adventure
Travis Miller,Utilities,665300,Stream Avatars
Anvil Game Studios,Indie,589290,Holdfast: Nations At War
Super Puzzle Studios,Indie,542680,Super Puzzle Sisters
TopWare Interactive AG,Audio Production,406240,Audials Tunebite 2016 - Upgrade to Audials One Suite
Red Dahlia,Adventure,463350,Storm Of Spears RPG
PlayStation Mobile Inc.,Action,395235,HELLDIVERS™ - Demolitionist Pack
BlueLine Games,Indie,251210,Hive
Noble Empire Corp.,Simulation,304310,Guns Full Access
Degica,Adventure,408640,Code of Princess
Iceberg Interactive,Strategy,419480,Starpoint Gemini Warlords
Bigben Interactive,Action,685850,Outcast - Second Contact Original Soundtrack
Shadebob Games,Indie,412230,Ohio Jack and The Cup Of Eternity
Fun Infused Games,Casual,354040,Hypership Out of Control
Over the Top Games,Action,57000,NyxQuest: Kindred Spirits
Codeglue,Indie,460190,Rocket Riot
Frostflake Studios,Strategy,661380,Orbit Defender
Christian Reuter,Indie,434290,Typefighters (Steam Edition)
Curvature Systems,Indie,432580,Super Bomb Rush! - Official Soundtrack
"Koch Media , CyberLink",Design &amp; Illustration,679590,CyberLink ColorDirector 6 Ultra
Rhino Games,Action,677980,Z69
"1C Company, 1C-SoftClub",Strategy,64000,Men of War: Assault Squad
"Playdius, Plug In Digital",Action,393460,Crazy Pixel Streaker
The Behemoth,RPG,204371,Castle Crashers - Pink Knight Pack
AnelaGamesStudio,Casual,738020,ELMIA
Brandon Brizzi,Indie,364100,Space Robot Samurai Zombie Slayer
KISS ltd,Action,591496,Pixel Puzzles Ultimate - Puzzle Pack: Trains
Headup Games,Strategy,207167,Stellar Impact - Carrier Ship DLC
Green Sauce Games,Indie,453770,Forgotten Tales: Day of the Dead
Nik Nak Studios,Action,308600,Geneshift
Ninja Robot Dinosaur,Action,446120,Bunker Punks
Afterthought Studios,RPG,421670,CUPID - A free to play Visual Novel
Turbo Tape Games,Strategy,583190,The Astonishing Game
10kbit Games,Casual,754390,Cube Way
Whale Hammer Games,Strategy,396660,Tahira: Echoes of the Astral Empire
Plug In Digital,Indie,551911,Wars Across the World: Berlin 1945
Plug In Digital,Casual,279520,Rage Runner
SimBin,Racing,4230,RACE - The WTCC Game
Artbox Games,Indie,664590,Airi's World
AGM PLAYISM,Indie,313400,REVOLVER360 RE:ACTOR
Winter Wolves,Adventure,314200,Bionic Heart
BetaDwarf,Indie,502830,FORCED SHOWDOWN - Supreme Skin Pack
Microblast Games,Strategy,448070,Red Risk
"Brilliant Blue-G, LLC",Action,348800,Chester One
Broken Rules,Indie,246680,Secrets of Rætikon
"Square Enix, Feral Interactive (Mac)",Action,238010,Deus Ex: Human Revolution - Director's Cut
Paradox Interactive,Strategy,394321,Content Pack - Crusader Kings II: Conclave
"1C Company, 1C-SoftClub",Strategy,3130,Men of War: Red Tide
Plug In Digital,Indie,551916,Wars Across the World: Bull Run 1861
Square Enix,Strategy,427820,Hitman GO: Definitive Edition
7 Raven Studios,Casual,467220,Dyna Bomb
Sacada,Casual,718490,LOGistICAL: Japan
Dovetail Games - Trains,Simulation,621924,Train Simulator: BR Class 419 MLV BEMU Add-On
Degica,Design &amp; Illustration,325500,RPG Maker VX Ace - Evil Castle Tiles Pack
Rubycone,Adventure,334070,Hektor
Dovetail Games - Flight,Simulation,536549,FSX Steam Edition: Toposim East Africa Add-On
Blaze Gamers,Free to Play,451130,Khan: Absolute Power
1C Company,Strategy,46342,Theatre of War 2: Centauro
WB Games,RPG,356190,Middle-earth™: Shadow of War™
Black Dog,Adventure,419590,Tales from the Void
Indomitus Games,Indie,242840,In Verbis Virtus
Gamepadable,Indie,549780,Rainbow Rage Squad
Ratalaika Games S.L.,Indie,491060,League of Evil
GSProductions Ltd.,Strategy,314240,RPG Tycoon
Mystified Games,Casual,553910,Mystic Defense
Benjamin Bryant,Free to Play,317790,Rexaura
VisualArts,Casual,462990,Tomoyo After ~It's a Wonderful Life~ English Edition
Double Fine Presents,Action,255340,Escape Goat 2
inner seas,Adventure,72903,Winter Voices Episode 2: Nowhere of me
Magenta Factory,Adventure,696620,Bai Qu - Digital Artbook
Ghost_RUS Games,Adventure,744420,Adventures Of Pipi
Mind Leak,Strategy,514290,Factory Engineer
Milestone S.r.l.,Sports,578240,Ride 2 Free Bikes Pack 5
Colin Stoddart,Adventure,676340,Undarkened
Dusenberry Martin Racing,Racing,555865,Toyota Paint Scheme Pack 3
Xoron GmbH,Adventure,569050,Paul Pixel - The Awakening
Brilliant Skies Ltd.,Simulation,268650,From the Depths
Nano Games,Adventure,755160,Reef Shot - Soundtrack
Pera Games,RPG,402310,Overfall
Benjamin Rivers Inc.,Indie,564940,Alone With You
Focus Home Interactive,Strategy,58610,Wargame: European Escalation
Eurovideo Medien,Adventure,649810,Ostwind/Windstorm
Mandragora,Indie,683270,Freaky Awesome OST
Big Fish Games,Casual,598050,Ominous Objects: Family Portrait Collector's Edition
KISS ltd,Sports,299500,International Snooker
Kenney,Design &amp; Illustration,363550,Kenney Game Assets
Subatomic Studios LLC,Casual,215710,Fieldrunners 2
Sekai Project,Simulation,517292,Just Deserts - School Uniform Set
"Dingaling Productions, LLC",RPG,336370,LISA: Original Soundtrack + Art Collection
THQ Nordic,Simulation,43100,World of Zoo
JustE Publishing,Indie,770400,Fairy of the treasures
Dovetail Games - Trains,Simulation,500212,Train Simulator: BR Class 402 '2-HAL' EMU Add-On
Devil's Dozen Games,Indie,503950,Star Tactics
Rad Codex,Indie,643900,Alvora Tactics
Ripstone,Sports,438905,Pure Hold'em - Undead Card Deck
TSS Studio,Simulation,729170,Soldier of Failure 2
ORiGO GAMES,Action,315340,A.R.E.S. Extinction Agenda EX
OtakuMaker SARL,Casual,434500,BATTLE PIXELS
Party Robot Studio,Indie,428530,Machine Gun Train Run
Tartezal Holdings Ltd.,Massively Multiplayer,431060,Астролорды: Оружие Пришельцев
Messhof,Action,683740,Nidhogg 2 Soundtrack
Rebusmind,RPG,679690,SwapQuest
White Sparkle Games,Free to Play,534190,Blink the Bulb
VT Publishing,Strategy,705430,Crankies Workshop: Lerpbot Assembly
Big Ant Studios,Casual,299380,Masquerade: The Baubles of Doom
Stupid Massive Unbelievable Games,Indie,616690,BRKÖUT
Another Reality,Indie,511430,CrossWorlds: Escape
Pug &amp; Dragon,RPG,516810,The Garden
Nexon America Inc.,Strategy,688970,Duel of Summoners - Advanced Starter Pack
净土制作室,Adventure,616740,克莉丝的炎之信仰 Cryste: the Faith of Fire Vol.1
Buka Entertainment,Casual,338960,Rescue Team
Dagestan Technology,Action,648260,Insane Road
Qumaron,Casual,573340,Northern Tale 2
"Campo Santo, Panic Inc.",Indie,435910,Firewatch Original Soundtrack
Team D-13,Action,603960,Monolith
Embryo,Action,626170,Apocalypse Night
Dovetail Games - Trains,Simulation,222566,Train Simulator: Freightliner Class 57/0 Loco Add-On
Bossa Studios,Simulation,759140,Purrfect Date Original Soundtrack
Ryan up in here,Free to Play,522980,Rollout - Everything Ever
"PQube Limited, SONNORI Corp",Adventure,686990,White Day - Beachwear Costume - Ji-Hyeon Seol
Sandlot Games,Casual,36240,Kuros
Motoda Media,Adventure,587690,The Artist
Surprise Attack,Adventure,352070,Fort Meow
tinyBuild,Indie,438680,One Troll Army
Yukitama Creative Industries,Indie,459853,"Gremlins, Inc. – Astral Gamblers"
The Quantum Astrophysicists Guild,Casual,204240,The Bridge
RichMakeGame,Action,204390,Pineapple Smash Crew
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",Strategy,231463,CoH 2 - Soviet Commander: Terror Tactics
Unosquare,Indie,457980,Adele: Following the Signs
Choice of Games,Adventure,763950,T-Rex Time Machine
Flix Interactive,Strategy,259570,EDEN STAR
Birdshark! Games,Indie,655630,Paddle Battle
Aves Games,Adventure,676410,Embrace of Ocean: Story of Hope
Bohemia Interactive,Strategy,65790,ARMA: Cold War Assault
Square Enix,RPG,242940,Anachronox
Hidden Path Entertainment,Strategy,18500,Defense Grid: The Awakening
LeshaWhite Studio,Action,726170,Hardy Only One
Galvanic Games,Action,418360,Gurgamoth
ElZzap Software,RPG,741770,Santa's vacation
"Encore, Viva Media",Adventure,260270,Shadows: Price For Our Sins Bonus Edition
Wizards of the Coast LLC,Strategy,213895,Magic 2014 “Enter the Dracomancer” Foil Conversion
AGM PLAYISM,RPG,312600,Rime Berta
"Tilted Mill Entertainment, Inc.",Strategy,17140,Hinterland
Gray Fin Studios,Indie,456830,Dual Core
Devolver Digital,Simulation,512622,Reigns - Songs of Reigns: Interactive OST
Monstrum,Strategy,502230,Monsters' Den: Book of Dread
Pirozhok,Indie,414080,Life is Hard
Team17 Digital Ltd,Strategy,260330,Flockers™
Magory.net,Adventure,449420,Mini's Magic World
Goldhawk Interactive,Strategy,223830,Xenonauts
"D3Publisher of America, Inc.",Action,23553,Earth Defense Force Tactician Advanced Tech Package
Proletariat Inc.,Sports,529200,Streamline Original Sound Track
Rage Monster Games,Early Access,366060,Teddy Terror
Buka Entertainment,Simulation,403100,Rescue Team 3
Tin Man Games,Adventure,348180,Starship Traveller
Forever Entertainment S. A.,Action,439910,Risky Rescue
SCS Software,Simulation,388479,Euro Truck Simulator 2 - Hungarian Paint Jobs Pack
"Humongous Entertainment, Nightdive Studios",Casual,294710,Putt-Putt® and Pep's Dog on a Stick
Milestone S.r.l.,Sports,515160,Ride 2 Collector Bikes Pack
Winking Entertainment,RPG,695500,XAOC 天燁緒極霸百寶箱
Retro Army Limited,Indie,385360,Super Trench Attack 2
BANDAI NAMCO Entertainment,Action,565250,Tales of Berseria™ - Adventure Item Pack 5
Magic Pixel Kft.,Simulation,478030,Zaccaria Pinball - Locomotion Table
KISS ltd,Casual,509520,Pixel Puzzles Ultimate - Puzzle Pack: Da Vinci
eMedia Music,Education,458360,eMedia Piano and Keyboard Method
RunServer,Simulation,545830,Princess of Tavern Collector's Edition
LAN - GAMES EOOD,Free to Play,704060,Mystic Miracles - Strategy card board game
sebagamesdev,Action,674520,Fight'N Rage
Abdulla Hassan Al-Farsi,Adventure,551570,Sarab: Duji Tower
Genetix Studio,Action,409490,Rogue Harvest
Studio TeamShuriken,Indie,339910,Uncraft World
R&amp;G Software,Indie,373880,Fleeting Ages
Christ Laurenz Sambrano,Casual,439740,Eclipsed
Clarus Victoria,Indie,686900,Bronze Age - HD Edition
Noble Empire Corp.,Indie,262410,World of Guns: Gun Disassembly
Nemesys Games,Casual,45450,Fortix 2
b-alive gmbh,Indie,307770,Wildlife Park 2 - Horses
Jemy,RPG,416220,The Light Empire
Unreal Software,Free to Play,666220,CS2D
"Retroism, Nightdive Studios",Adventure,327940,Dragonsphere
tinyBuild,Indie,436500,Diaries of a Spaceport Janitor
Actigame Publishing Corp.,Indie,263320,Saturday Morning RPG
Dave Gumble,Casual,717190,Super Dungeon Master
Enjoy Games,Action,580990,Space Impact Glitch
Eduard Kozadaev,Video Production,746390,"PlayClaw 6 - Game Recording, Streaming, Overlays"
Russpuppy,Casual,457480,Domino Sky
Paradox Interactive,Simulation,642750,Stellaris: Synthetic Dawn Story Pack
Red Dahlia,Action,521590,Subterra
Purpl3Grape,Action,524350,TileDynasty FPS Arena
ANPA.US,Indie,434942,Dinosaur Hunt - Brontosaurus Expansion Pack
Reperio Studios,Indie,346330,BrainBread 2
AJT Games,Indie,396620,Quantum Flux - Soundtrack
Brian Cronin,Action,18820,Zero Gear
"Dragon Foundry, Hashbang Games",Indie,388370,Nova Blitz
Warfare Studios,Casual,359670,Vagrant Hearts 2
KishMish Games,Adventure,533120,VCB: Why City
SOEDESCO Publishing,Indie,573660,AereA
rakusomoku,Adventure,558010,REVIVAL RESET
Kasedo Games,Strategy,284580,ZAMB! Biomutant Extermination
Nomad Games,Strategy,635341,Talisman: The Horus Heresy - Shadow Crusade
Ellada Games,RPG,351100,Niffelheim
Alientrap,RPG,208750,Apotheon
Bread Vision Studios LLC.,Action,372830,Fitz the Fox
ImaginationOverflow,Indie,517330,Stellar Interface
Strategy First,Strategy,326390,Graviteam Tactics: Operation Hooper
Queen Bee Games,Action,434980,Onion Force
Open World Interactive,Early Access,694480,DEFENDERS OF THE FALLEN ISLAND
Sekai Project,Indie,464790,"Resette's Prescription ~Book of memory, Swaying scale~ Original Sound Track"
Knuckle Cracker,Simulation,422900,Particle Fleet: Emergence
Droqen's Games,Adventure,230980,Starseed Pilgrim
OtakuMaker SARL,Racing,720480,Flappy Galaxy
Supertype,Early Access,410830,ARENA GODS®
HexWar Games,Strategy,657500,Hold the Line: The American Revolution
Indienova,RPG,562780,Rescue the Great Demon 2 - OST package
Rabbit Hole Studios,Early Access,734700,The Lost Gardens
"Machineman1357, Phanom Games",Indie,391410,"Rock, the Tree Hugger"
KISS ltd,Indie,350810,Pixel Puzzles 2: Anime
Sparkypants Studios LLC,Strategy,639070,Dropzone - Pilot Pack: Threshing Trio
Axel Shokk,Simulation,341540,TRIP Steam Edition
REDBANA CORPORATION,Action,319730,GRANADO ESPADA
Devolver Digital,Action,473690,Absolver
DayByDay Studio,Indie,733290,Home Alone Girlfriend
Real Maxwell LLC,Action,706210,Haul Asteroid
Desert Owl Games LLC,Indie,446990,The Huntsman: Winter's Curse
Dovetail Games,Simulation,326039,TS Marketplace: Rebodied dia. 1/146 HTO 21t Coal Hoppers
From The Bard,Simulation,517370,Tavernier
Post Mortem Pixels,Action,624690,NEXT JUMP: Shmup Tactics
Ballista Studios IVS,Action,491160,GemBreak
Bolder Games,Casual,366050,Star Balls
KorteGames,Action,552140,CAGE
M4GDEV,Adventure,429020,LONE WOLF: Horizon
Ripknot Systems,Simulation,706320,Trivia Vault: Mini Mixed Trivia
Caravel Games,Strategy,415070,DROD: The Second Sky OST + Graphics Pack
Forever Entertainment S. A.,Indie,253650,Sparkle 2 Evo
"Humongous Entertainment, Nightdive Studios",Casual,363050,Let's Explore the Airport (Junior Field Trips)
ECC GAMES SP. Z O.O.,Strategy,461860,Tower Dwellers
Moonradish Inc.,Action,422110,Wand Wars
"KOEI TECMO GAMES CO., LTD.",Action,658292,WARRIORS ALL-STARS: Rio-themed costume for Naotora Ii
Panic Ensues Software,Strategy,365260,Crash Dive
OtakuMaker.com,Indie,464860,Puzzle Box - Soundtrack OST
Versus Evil,Indie,429310,Holodrive - Early Access Supporter Pack
XSEED Games,Action,626520,Fate/EXTELLA - Gorgon Variant
Expect Studio,Early Access,493480,ERISLE
Marafigogames,Action,686610,Sobreviva - Low Poly
"D3Publisher of America, Inc.",Action,23550,Earth Defense Force Battle Armor Weapon Chest
EnjoyUp Games S.L.,Indie,328640,Rock Zombie
8Floor,Adventure,343930,Fort Defense
